ID,Predicted Entities
19490,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19491,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN']"
19492,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION']"
19493,"['PROPER_NOUN', 'O']"
19494,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19495,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19496,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
19497,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'ABBREVIATION']"
19498,"['ABBREVIATION', 'O']"
19499,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19500,"['PROPER_NOUN', 'O', 'O']"
19501,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19502,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'ABBREVIATION']"
19503,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19504,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
19505,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19506,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19507,"['O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19508,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19509,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19510,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
19511,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN']"
19512,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19513,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
19514,"['O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19515,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
19516,"['PROPER_NOUN', 'O', 'O', 'O']"
19517,"['O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O']"
19518,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19519,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19520,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19521,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN']"
19522,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19523,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19524,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'ABBREVIATION']"
19525,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19526,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19527,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19528,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
19529,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19530,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19531,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
19532,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19533,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
19534,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19535,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19536,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
19537,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
19538,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19539,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19540,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
19541,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19542,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'ABBREVIATION']"
19543,"['PROPER_NOUN', 'O', 'O', 'ABBREVIATION', 'O', 'PROPER_NOUN', 'O', 'O', 'ABBREVIATION', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19544,[]
19545,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
19546,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19547,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
19548,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19549,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19550,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19551,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
19552,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN']"
19553,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19554,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19555,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19556,"['O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19557,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
19558,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19559,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19560,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
19561,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19562,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN']"
19563,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
19564,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19565,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19566,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19567,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19568,"['PROPER_NOUN', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION']"
19569,"['PROPER_NOUN', 'O']"
19570,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19571,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19572,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19573,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19574,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
19575,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
19576,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
19577,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19578,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19579,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19580,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19581,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION']"
19582,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O']"
19583,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19584,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O']"
19585,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19586,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'ABBREVIATION', 'O', 'O', 'O']"
19587,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19588,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19589,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19590,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19591,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19592,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19593,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
19594,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
19595,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19596,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O']"
19597,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
19598,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O']"
19599,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
19600,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19601,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O']"
19602,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
19603,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION']"
